AnimalGender,Borough,LicenseIssuedDate,LicenseExpiredDate,Latitude,Longitude
F,Manhattan,11/17/2015,11/17/2016,40.732509,-73.98935
F,Manhattan,11/17/2015,11/22/2016,40.812665,-73.95499
F,Manhattan,11/17/2015,12/20/2016,40.72596,-73.99834
F,Manhattan,11/17/2015,11/17/2016,40.776099,-73.98285
M,Manhattan,11/17/2015,11/17/2016,40.786387,-73.97709
F,Manhattan,11/17/2015,12/30/2016,40.791586,-73.94575
M,Manhattan,11/17/2015,11/17/2016,40.727093,-73.97864
M,Manhattan,11/17/2015,11/17/2016,40.709677,-74.00365
M,Manhattan,11/17/2015,11/17/2016,40.798502,-73.96811
M,Manhattan,11/17/2015,09/14/2016,40.848764,-73.93496
M,Manhattan,11/17/2015,08/20/2016,40.781894,-73.95039
M,Manhattan,11/17/2015,11/12/2016,40.72596,-73.99834
M,Staten Island,11/17/2015,07/31/2016,40.599021,-74.07503
F,Manhattan,11/17/2015,08/30/2016,40.741012,-74.00012
M,Manhattan,11/17/2015,12/14/2016,40.781894,-73.95039
M,Manhattan,11/17/2015,12/06/2016,40.786387,-73.97709
M,Bronx,11/17/2015,08/05/2016,40.805968,-73.91628
M,Staten Island,11/17/2015,11/29/2016,40.599021,-74.07503
M,Staten Island,11/17/2015,12/30/2017,40.60787,-74.08991
M,Manhattan,11/17/2015,12/27/2016,40.759015,-73.96732
F,Manhattan,11/17/2015,11/25/2016,40.826201,-73.94879
M,Staten Island,11/17/2015,12/18/2016,40.63212,-74.11551
M,Manhattan,11/17/2015,12/29/2016,40.786387,-73.97709
M,Manhattan,11/17/2015,10/30/2016,40.776099,-73.98285
M,Staten Island,11/17/2015,10/16/2017,40.63212,-74.11551
M,Manhattan,11/17/2015,11/11/2017,40.798502,-73.96811
F,Manhattan,11/17/2015,11/17/2016,40.812665,-73.95499
F,Manhattan,11/17/2015,01/05/2021,40.732509,-73.98935
F,Manhattan,11/17/2015,11/17/2016,40.734718,-74.00532
M,Manhattan,11/17/2015,10/20/2016,40.781894,-73.95039
F,Manhattan,11/17/2015,10/09/2016,40.781894,-73.95039
M,Manhattan,11/17/2015,11/17/2016,40.765714,-73.9856
F,Manhattan,11/17/2015,11/19/2016,40.826181,-73.9371
F,Manhattan,11/17/2015,10/29/2016,40.781894,-73.95039
M,Staten Island,11/17/2015,10/30/2016,40.606337,-74.14513
M,Staten Island,11/17/2015,10/28/2016,40.543117,-74.17628
M,Manhattan,11/17/2015,12/10/2016,40.776777,-73.9541
M,Staten Island,11/17/2015,12/31/2016,40.629448,-74.16239
F,Manhattan,11/17/2015,11/17/2016,40.750742,-73.99653
M,Manhattan,11/17/2015,10/18/2016,40.71704,-73.987
M,Manhattan,11/17/2015,11/17/2016,40.750742,-73.99653
F,Manhattan,11/17/2015,11/17/2016,40.776777,-73.9541
M,Manhattan,11/17/2015,10/31/2017,40.781894,-73.95039
M,Staten Island,11/18/2015,12/30/2016,40.60787,-74.08991
F,Manhattan,11/18/2015,12/26/2016,40.781894,-73.95039
F,Manhattan,11/18/2015,12/31/2017,40.776099,-73.98285
F,Staten Island,11/18/2015,09/18/2017,40.631775,-74.09432
F,Manhattan,11/18/2015,11/18/2016,40.781894,-73.95039
M,Manhattan,11/18/2015,10/19/2016,40.798502,-73.96811
F,Manhattan,11/18/2015,11/18/2016,40.781894,-73.95039
F,Manhattan,11/18/2015,11/18/2016,40.727093,-73.97864
F,Manhattan,11/18/2015,12/21/2016,40.867653,-73.92
F,Manhattan,11/18/2015,12/21/2016,40.776777,-73.9541
F,Manhattan,11/18/2015,11/19/2016,40.727093,-73.97864
F,Manhattan,11/18/2015,11/18/2016,40.826181,-73.9371
M,Staten Island,11/18/2015,12/12/2016,40.60787,-74.08991
M,Staten Island,11/18/2015,11/18/2016,40.63212,-74.11551
M,Manhattan,11/18/2015,11/18/2016,40.826201,-73.94879
F,Manhattan,11/18/2015,10/29/2016,40.759511,-73.99019
M,Manhattan,11/18/2015,11/18/2016,40.759511,-73.99019
F,Bronx,11/18/2015,08/27/2016,40.819729,-73.9223
M,Manhattan,11/18/2015,09/09/2016,40.709677,-74.00365
F,Manhattan,11/18/2015,09/20/2016,40.826181,-73.9371
F,Manhattan,11/18/2015,11/18/2016,40.798502,-73.96811
M,Staten Island,11/18/2015,08/27/2016,40.543117,-74.17628
M,Staten Island,11/18/2015,10/31/2016,40.569394,-74.11785
M,Manhattan,11/18/2015,11/18/2016,40.840686,-73.94154
M,Manhattan,11/18/2015,11/18/2020,40.786387,-73.97709
F,Staten Island,11/18/2015,11/18/2016,40.599021,-74.07503
F,Manhattan,11/18/2015,11/27/2016,40.739022,-73.98205
M,Staten Island,11/18/2015,11/18/2016,40.631775,-74.09432
F,Manhattan,11/18/2015,12/11/2016,40.776099,-73.98285
M,Manhattan,11/18/2015,12/15/2016,40.741012,-74.00012
F,Manhattan,11/18/2015,11/18/2016,40.781894,-73.95039
M,Manhattan,11/18/2015,11/18/2016,40.741012,-74.00012
M,Manhattan,11/18/2015,11/23/2016,40.759015,-73.96732
F,Manhattan,11/18/2015,12/04/2016,40.781894,-73.95039
M,Staten Island,11/18/2015,10/31/2016,40.606337,-74.14513
M,Manhattan,11/18/2015,11/18/2016,40.755101,-73.99337
M,Manhattan,11/18/2015,12/30/2017,40.776777,-73.9541
F,Manhattan,11/18/2015,11/18/2016,40.775477,-73.9905
F,Bronx,11/18/2015,11/18/2016,40.853017,-73.91214
M,Manhattan,11/18/2015,11/18/2016,40.798502,-73.96811
M,Staten Island,11/18/2015,10/30/2016,40.529749,-74.21304
M,Staten Island,11/18/2015,11/18/2018,40.529749,-74.21304
M,Manhattan,11/18/2015,10/28/2016,40.791586,-73.94575
F,Manhattan,11/18/2015,11/18/2016,40.858704,-73.92853
F,Manhattan,11/18/2015,12/29/2016,40.776777,-73.9541
F,Manhattan,11/18/2015,08/10/2016,40.739022,-73.98205
M,Manhattan,11/18/2015,11/18/2018,40.786387,-73.97709
F,Manhattan,11/18/2015,12/17/2016,40.776777,-73.9541
F,Manhattan,11/18/2015,10/14/2016,40.739022,-73.98205
M,Staten Island,11/18/2015,11/29/2016,40.60787,-74.08991
M,Manhattan,11/18/2015,01/05/2017,40.755101,-73.99337
F,Manhattan,11/18/2015,11/29/2016,40.717179,-74.01433
M,Manhattan,11/19/2015,12/30/2017,40.812665,-73.95499
M,Manhattan,11/19/2015,11/19/2017,40.798502,-73.96811
F,Manhattan,11/19/2015,11/19/2018,40.74618,-73.97759
M,Manhattan,11/19/2015,12/06/2016,40.791586,-73.94575
M,Manhattan,11/19/2015,12/19/2016,40.765714,-73.9856
F,Manhattan,11/19/2015,11/19/2016,40.759511,-73.99019
F,Manhattan,11/19/2015,11/19/2020,40.739022,-73.98205
M,Staten Island,11/19/2015,11/19/2020,40.629448,-74.16239
M,Manhattan,11/19/2015,11/19/2016,40.776099,-73.98285
F,Manhattan,11/19/2015,12/30/2016,40.786387,-73.97709
F,Manhattan,11/19/2015,12/03/2020,40.798502,-73.96811
F,Staten Island,11/19/2015,07/02/2020,40.543117,-74.17628
M,Staten Island,11/19/2015,11/19/2016,40.599021,-74.07503
M,Manhattan,11/19/2015,12/30/2017,40.776777,-73.9541
F,Manhattan,11/19/2015,11/19/2016,40.759015,-73.96732
M,Staten Island,11/19/2015,10/22/2021,40.529749,-74.21304
M,Manhattan,11/19/2015,11/19/2016,40.791586,-73.94575
M,Manhattan,11/19/2015,11/30/2020,40.826201,-73.94879
F,Manhattan,11/19/2015,10/31/2016,40.732509,-73.98935
M,Manhattan,11/19/2015,11/19/2016,40.791586,-73.94575
F,Staten Island,11/19/2015,11/19/2016,40.606337,-74.14513
M,Manhattan,11/19/2015,12/30/2016,40.76842,-73.96045
M,Manhattan,11/19/2015,11/19/2017,40.775477,-73.9905
F,Manhattan,11/19/2015,11/19/2016,40.818151,-73.94351
F,Manhattan,11/19/2015,11/19/2017,40.759511,-73.99019
M,Manhattan,11/19/2015,11/19/2017,40.759511,-73.99019
M,Manhattan,11/19/2015,12/30/2017,40.791586,-73.94575
F,Manhattan,11/19/2015,11/19/2016,40.717179,-74.01433
F,Manhattan,11/20/2015,11/09/2016,40.734718,-74.00532
F,Manhattan,11/20/2015,12/15/2016,40.776099,-73.98285
M,Manhattan,11/20/2015,11/10/2016,40.739022,-73.98205
M,Staten Island,11/20/2015,11/23/2016,40.551353,-74.15098
F,Manhattan,11/20/2015,10/20/2020,40.786387,-73.97709
F,Staten Island,11/20/2015,11/29/2016,40.606337,-74.14513
F,Manhattan,11/20/2015,11/20/2016,40.781894,-73.95039
M,Manhattan,11/20/2015,11/20/2016,40.74618,-73.97759
M,Manhattan,11/20/2015,11/15/2016,40.71704,-73.987
M,Staten Island,11/20/2015,11/20/2016,40.508274,-74.24387
M,Staten Island,11/20/2015,11/20/2016,40.606337,-74.14513
M,Manhattan,11/20/2015,10/03/2018,40.813385,-73.93616
F,Manhattan,11/20/2015,12/22/2016,40.76842,-73.96045
M,Manhattan,11/20/2015,11/30/2016,40.798502,-73.96811
F,Manhattan,11/20/2015,01/18/2019,40.720666,-74.00526
F,Manhattan,11/20/2015,11/29/2016,40.776099,-73.98285
F,Manhattan,11/20/2015,11/20/2016,40.762174,-73.94917
M,Manhattan,11/20/2015,11/20/2016,40.71704,-73.987
F,Manhattan,11/20/2015,11/20/2016,40.765714,-73.9856
F,Manhattan,11/20/2015,11/20/2016,40.76842,-73.96045
M,Manhattan,11/20/2015,12/07/2016,40.741012,-74.00012
M,Staten Island,11/20/2015,12/04/2016,40.543117,-74.17628
F,Manhattan,11/20/2015,11/20/2016,40.781894,-73.95039
M,Manhattan,11/20/2015,01/03/2017,40.720666,-74.00526
F,Staten Island,11/20/2015,12/02/2016,40.631775,-74.09432
M,Manhattan,11/20/2015,11/29/2016,40.739022,-73.98205
F,Staten Island,11/20/2015,12/30/2016,40.606337,-74.14513
F,Manhattan,11/20/2015,12/16/2017,40.727093,-73.97864
F,Manhattan,11/20/2015,12/04/2016,40.798502,-73.96811
F,Manhattan,11/20/2015,11/20/2016,40.727093,-73.97864
F,Manhattan,11/20/2015,10/31/2016,40.759015,-73.96732
M,Manhattan,11/20/2015,10/14/2016,40.707467,-74.0178
F,Bronx,11/20/2015,11/20/2016,40.805968,-73.91628
F,Manhattan,11/20/2015,11/30/2016,40.76842,-73.96045
M,Staten Island,11/20/2015,11/20/2019,40.606337,-74.14513
F,Staten Island,11/20/2015,11/29/2016,40.606337,-74.14513
M,Manhattan,11/20/2015,11/20/2016,40.802395,-73.93359
M,Manhattan,11/20/2015,11/15/2016,40.734718,-74.00532
F,Manhattan,11/20/2015,12/28/2017,40.741012,-74.00012
M,Manhattan,11/20/2015,12/12/2016,40.798502,-73.96811
M,Staten Island,11/20/2015,11/20/2016,40.599021,-74.07503
F,Manhattan,11/20/2015,10/16/2016,40.71704,-73.987
M,Manhattan,11/21/2015,12/09/2017,40.752159,-73.97231
M,Manhattan,11/21/2015,10/26/2018,40.776099,-73.98285
M,Staten Island,11/21/2015,11/21/2016,40.543117,-74.17628
M,Manhattan,11/21/2015,11/21/2016,40.776099,-73.98285
M,Manhattan,11/21/2015,03/04/2016,40.802395,-73.93359
M,Staten Island,11/21/2015,12/11/2020,40.629448,-74.16239
F,Manhattan,11/21/2015,11/21/2016,40.798502,-73.96811
F,Manhattan,11/21/2015,11/21/2016,40.76842,-73.96045
F,Manhattan,11/21/2015,11/21/2016,40.867653,-73.92
M,Bronx,11/21/2015,12/28/2016,40.838745,-73.92234
F,Staten Island,11/21/2015,11/21/2016,40.551353,-74.15098
F,Manhattan,11/21/2015,12/18/2016,40.858704,-73.92853
M,Manhattan,11/21/2015,09/10/2016,40.776099,-73.98285
M,Staten Island,11/21/2015,11/21/2016,40.529749,-74.21304
F,Manhattan,11/21/2015,11/21/2016,40.840686,-73.94154
F,Staten Island,11/21/2015,11/21/2016,40.631775,-74.09432
M,Manhattan,11/21/2015,11/21/2016,40.759511,-73.99019
F,Manhattan,11/21/2015,11/21/2016,40.826201,-73.94879
F,Manhattan,11/21/2015,11/21/2016,40.739022,-73.98205
F,Manhattan,11/21/2015,11/21/2016,40.74618,-73.97759
F,Manhattan,11/21/2015,11/21/2016,40.76842,-73.96045
F,Staten Island,11/21/2015,11/21/2017,40.551353,-74.15098
F,Manhattan,11/21/2015,11/21/2017,40.739022,-73.98205
F,Manhattan,11/21/2015,11/21/2016,40.802395,-73.93359
F,Manhattan,11/21/2015,11/21/2018,40.840686,-73.94154
F,Manhattan,11/21/2015,11/16/2017,40.741012,-74.00012
F,Manhattan,11/21/2015,11/21/2016,40.76842,-73.96045
F,Manhattan,11/21/2015,11/21/2018,40.739022,-73.98205
F,Manhattan,11/22/2015,11/22/2016,40.776777,-73.9541
F,Manhattan,11/22/2015,11/02/2016,40.709677,-74.00365
M,Manhattan,11/22/2015,11/22/2016,40.812665,-73.95499
F,Manhattan,11/22/2015,11/22/2020,40.786387,-73.97709
M,Manhattan,11/22/2015,12/29/2016,40.776777,-73.9541
M,Bronx,11/22/2015,11/22/2016,40.805968,-73.91628
M,Manhattan,11/22/2015,01/01/2017,40.776099,-73.98285
M,Manhattan,11/22/2015,11/22/2016,40.762174,-73.94917
M,Manhattan,11/22/2015,12/20/2016,40.786387,-73.97709
M,Manhattan,11/22/2015,11/22/2016,40.791586,-73.94575
F,Manhattan,11/22/2015,11/22/2016,40.76842,-73.96045
F,Staten Island,11/22/2015,11/22/2016,40.60787,-74.08991
M,Bronx,11/22/2015,11/22/2016,40.853017,-73.91214
M,Staten Island,11/22/2015,11/22/2016,40.569394,-74.11785
M,Manhattan,11/22/2015,11/22/2018,40.74618,-73.97759
M,Staten Island,11/22/2015,11/22/2016,40.508274,-74.24387
F,Bronx,11/22/2015,11/22/2016,40.805968,-73.91628
F,Manhattan,11/22/2015,12/29/2016,40.776099,-73.98285
F,Manhattan,11/22/2015,05/20/2016,40.76842,-73.96045
M,Manhattan,11/22/2015,01/02/2017,40.727093,-73.97864
M,Manhattan,11/22/2015,11/22/2016,40.76842,-73.96045
M,Manhattan,11/22/2015,03/30/2016,40.776777,-73.9541
F,Manhattan,11/22/2015,11/22/2016,40.71704,-73.987
M,Manhattan,11/22/2015,11/22/2016,40.727093,-73.97864
F,Manhattan,11/22/2015,01/05/2018,40.71704,-73.987
F,Manhattan,11/22/2015,11/22/2020,40.798502,-73.96811
M,Manhattan,11/22/2015,11/22/2016,40.759511,-73.99019
F,Manhattan,11/22/2015,11/07/2018,40.776099,-73.98285
F,Manhattan,11/22/2015,12/14/2016,40.732509,-73.98935
M,Manhattan,11/22/2015,11/09/2017,40.727093,-73.97864
M,Manhattan,11/22/2015,04/23/2016,40.727093,-73.97864
M,Manhattan,11/22/2015,01/05/2018,40.71704,-73.987
M,Manhattan,11/22/2015,11/26/2017,40.791586,-73.94575
M,Manhattan,11/22/2015,11/10/2016,40.720666,-74.00526
M,Manhattan,11/22/2015,11/09/2017,40.727093,-73.97864
M,Manhattan,11/22/2015,11/14/2016,40.781894,-73.95039
M,Manhattan,11/22/2015,10/16/2017,40.786387,-73.97709
F,Manhattan,11/22/2015,01/15/2017,40.727093,-73.97864
M,Staten Island,11/22/2015,11/22/2016,40.631775,-74.09432
F,Manhattan,11/23/2015,12/16/2016,40.776099,-73.98285
F,Staten Island,11/23/2015,11/23/2016,40.599021,-74.07503
M,Staten Island,11/23/2015,10/28/2017,40.551353,-74.15098
M,Manhattan,11/23/2015,12/27/2016,40.727093,-73.97864
M,Staten Island,11/23/2015,09/30/2017,40.551353,-74.15098
M,Manhattan,11/23/2015,11/23/2016,40.848764,-73.93496
M,Manhattan,11/23/2015,12/30/2016,40.826181,-73.9371
M,Manhattan,11/23/2015,11/01/2016,40.786387,-73.97709
F,Manhattan,11/23/2015,11/23/2016,40.732509,-73.98935
M,Manhattan,11/23/2015,11/23/2016,40.765714,-73.9856
M,Manhattan,11/23/2015,11/23/2016,40.791586,-73.94575
F,Staten Island,11/23/2015,07/18/2016,40.551353,-74.15098
F,Staten Island,11/23/2015,11/29/2016,40.529749,-74.21304
M,Manhattan,11/23/2015,11/28/2016,40.76842,-73.96045
M,Manhattan,11/23/2015,05/12/2017,40.776777,-73.9541
F,Staten Island,11/23/2015,06/16/2017,40.551353,-74.15098
M,Manhattan,11/23/2015,12/30/2016,40.776777,-73.9541
M,Staten Island,11/23/2015,11/23/2016,40.606337,-74.14513
M,Manhattan,11/23/2015,08/09/2016,40.848764,-73.93496
F,Manhattan,11/23/2015,12/30/2016,40.776777,-73.9541
F,Manhattan,11/23/2015,11/23/2016,40.709677,-74.00365
F,Staten Island,11/23/2015,11/29/2016,40.569394,-74.11785
M,Manhattan,11/23/2015,10/28/2016,40.840686,-73.94154
F,Manhattan,11/23/2015,09/12/2016,40.840686,-73.94154
F,Bronx,11/23/2015,11/23/2016,40.805968,-73.91628
F,Manhattan,11/23/2015,10/18/2016,40.776099,-73.98285
F,Manhattan,11/23/2015,11/23/2016,40.776099,-73.98285
M,Manhattan,11/23/2015,10/17/2017,40.706019,-74.00858
F,Manhattan,11/23/2015,12/07/2020,40.750742,-73.99653
F,Manhattan,11/23/2015,10/30/2016,40.781894,-73.95039
M,Manhattan,11/23/2015,12/16/2016,40.791586,-73.94575
F,Manhattan,11/23/2015,10/14/2016,40.732509,-73.98935
F,Staten Island,11/23/2015,11/23/2016,40.599021,-74.07503
F,Manhattan,11/23/2015,12/30/2016,40.786387,-73.97709
M,Manhattan,11/23/2015,11/23/2016,40.765714,-73.9856
F,Manhattan,11/23/2015,11/23/2016,40.727093,-73.97864
M,Staten Island,11/23/2015,11/22/2016,40.543117,-74.17628
M,Manhattan,11/23/2015,11/23/2020,40.732509,-73.98935
F,Manhattan,11/23/2015,12/17/2020,40.759015,-73.96732
F,Manhattan,11/23/2015,10/23/2016,40.786387,-73.97709
F,Manhattan,11/23/2015,12/06/2016,40.776777,-73.9541
M,Manhattan,11/23/2015,01/20/2016,40.750742,-73.99653
M,Manhattan,11/23/2015,10/17/2016,40.752159,-73.97231
F,Manhattan,11/23/2015,10/14/2016,40.76842,-73.96045
F,Staten Island,11/23/2015,12/30/2016,40.60787,-74.08991
F,Manhattan,11/23/2015,10/31/2016,40.765714,-73.9856
M,Manhattan,11/23/2015,11/23/2016,40.826201,-73.94879
M,Manhattan,11/23/2015,10/16/2016,40.802395,-73.93359
F,Staten Island,11/23/2015,12/09/2016,40.606337,-74.14513
F,Staten Island,11/23/2015,11/23/2016,40.543117,-74.17628
M,Manhattan,11/23/2015,11/23/2016,40.802395,-73.93359
M,Manhattan,11/23/2015,12/17/2016,40.727093,-73.97864
M,Staten Island,11/23/2015,11/30/2016,40.543117,-74.17628
F,Manhattan,11/23/2015,10/30/2016,40.776777,-73.9541
M,Staten Island,11/23/2015,12/30/2016,40.543117,-74.17628
M,Manhattan,11/23/2015,09/14/2016,40.734718,-74.00532
M,Staten Island,11/23/2015,11/29/2016,40.529749,-74.21304
F,Manhattan,11/23/2015,11/12/2016,40.802853,-73.95471
F,Manhattan,11/23/2015,11/23/2016,40.734718,-74.00532
M,Manhattan,11/23/2015,11/23/2016,40.848764,-73.93496
M,Manhattan,11/23/2015,11/23/2016,40.791586,-73.94575
M,Manhattan,11/23/2015,11/23/2016,40.791586,-73.94575
M,Manhattan,11/23/2015,12/30/2016,40.776777,-73.9541
F,Staten Island,11/23/2015,10/30/2016,40.569394,-74.11785
F,Manhattan,11/23/2015,11/23/2016,40.76842,-73.96045
F,Manhattan,11/23/2015,11/23/2016,40.76842,-73.96045
F,Manhattan,11/23/2015,11/23/2016,40.781894,-73.95039
M,Manhattan,11/23/2015,03/14/2016,40.818151,-73.94351
M,Manhattan,11/23/2015,10/14/2016,40.71704,-73.987
M,Manhattan,11/23/2015,10/22/2016,40.776099,-73.98285
M,Staten Island,11/23/2015,10/20/2016,40.543117,-74.17628
M,Manhattan,11/23/2015,11/06/2016,40.732509,-73.98935
M,Staten Island,11/23/2015,12/20/2016,40.569394,-74.11785
F,Manhattan,11/23/2015,11/23/2016,40.781894,-73.95039
F,Manhattan,11/23/2015,12/27/2016,40.858704,-73.92853
F,Manhattan,11/23/2015,01/02/2021,40.759015,-73.96732
F,Manhattan,11/23/2015,11/23/2016,40.798502,-73.96811
M,Manhattan,11/23/2015,11/23/2016,40.727093,-73.97864
M,Manhattan,11/23/2015,09/16/2016,40.707904,-74.01342
F,Staten Island,11/23/2015,12/30/2016,40.569394,-74.11785
M,Manhattan,11/23/2015,11/23/2016,40.798502,-73.96811
F,Manhattan,11/23/2015,11/23/2016,40.867653,-73.92
M,Manhattan,11/23/2015,09/24/2016,40.802853,-73.95471
M,Staten Island,11/23/2015,11/29/2016,40.606337,-74.14513
F,Bronx,11/23/2015,11/26/2016,40.819729,-73.9223
M,Staten Island,11/23/2015,02/10/2016,40.569394,-74.11785
F,Staten Island,11/23/2015,01/01/2017,40.60787,-74.08991
F,Manhattan,11/23/2015,10/20/2016,40.826201,-73.94879
F,Manhattan,11/23/2015,11/29/2016,40.72596,-73.99834
F,Staten Island,11/23/2015,12/22/2016,40.599021,-74.07503
M,Staten Island,11/23/2015,12/18/2016,40.529749,-74.21304
M,Manhattan,11/23/2015,12/30/2016,40.734718,-74.00532
F,Manhattan,11/23/2015,12/03/2016,40.786387,-73.97709
F,Manhattan,11/23/2015,12/18/2016,40.739022,-73.98205
F,Staten Island,11/23/2015,11/29/2016,40.599021,-74.07503
M,Manhattan,11/23/2015,10/19/2016,40.720666,-74.00526
M,Manhattan,11/23/2015,11/23/2016,40.759511,-73.99019
F,Manhattan,11/24/2015,12/28/2016,40.786387,-73.97709
F,Manhattan,11/24/2015,12/30/2020,40.732509,-73.98935
F,Manhattan,11/24/2015,12/17/2016,40.786387,-73.97709
F,Manhattan,11/24/2015,12/30/2016,40.776777,-73.9541
F,Staten Island,11/24/2015,12/09/2016,40.543117,-74.17628
F,Manhattan,11/24/2015,11/24/2016,40.762174,-73.94917
F,Staten Island,11/24/2015,12/30/2016,40.543117,-74.17628
M,Manhattan,11/24/2015,01/03/2017,40.791586,-73.94575
M,Manhattan,11/24/2015,11/24/2016,40.812665,-73.95499
M,Manhattan,11/24/2015,10/07/2016,40.734718,-74.00532
M,Manhattan,11/24/2015,10/29/2017,40.776099,-73.98285
F,Staten Island,11/24/2015,11/24/2016,40.60787,-74.08991
F,Manhattan,11/24/2015,12/22/2016,40.786387,-73.97709
F,Manhattan,11/24/2015,01/05/2017,40.781894,-73.95039
F,Manhattan,11/24/2015,01/02/2017,40.741012,-74.00012
F,Manhattan,11/24/2015,11/24/2016,40.798502,-73.96811
M,Manhattan,11/24/2015,11/26/2016,40.739022,-73.98205
F,Manhattan,11/24/2015,11/24/2016,40.826181,-73.9371
M,Staten Island,11/24/2015,12/03/2016,40.631775,-74.09432
M,Manhattan,11/24/2015,12/30/2016,40.741012,-74.00012
M,Manhattan,11/24/2015,11/24/2016,40.74618,-73.97759
M,Manhattan,11/24/2015,11/24/2016,40.727093,-73.97864
M,Staten Island,11/24/2015,11/24/2016,40.551353,-74.15098
F,Staten Island,11/24/2015,10/05/2016,40.60787,-74.08991
F,Staten Island,11/24/2015,11/24/2016,40.543117,-74.17628
F,Manhattan,11/24/2015,11/24/2016,40.750742,-73.99653
F,Manhattan,11/24/2015,01/31/2017,40.739022,-73.98205
F,Manhattan,11/24/2015,12/09/2016,40.791586,-73.94575
M,Manhattan,11/24/2015,09/30/2016,40.739022,-73.98205
M,Manhattan,11/24/2015,11/24/2016,40.791586,-73.94575
M,Manhattan,11/24/2015,11/24/2016,40.74618,-73.97759
M,Manhattan,11/24/2015,11/29/2016,40.813385,-73.93616
F,Manhattan,11/24/2015,11/24/2016,40.781894,-73.95039
F,Manhattan,11/24/2015,12/30/2016,40.72596,-73.99834
M,Manhattan,11/24/2015,10/24/2016,40.74618,-73.97759
M,Staten Island,11/24/2015,12/14/2016,40.631775,-74.09432
M,Manhattan,11/24/2015,11/29/2016,40.798502,-73.96811
M,Staten Island,11/24/2015,10/30/2016,40.631775,-74.09432
F,Manhattan,11/24/2015,12/01/2017,40.786387,-73.97709
F,Manhattan,11/24/2015,11/24/2016,40.72596,-73.99834
F,Staten Island,11/24/2015,11/29/2016,40.551353,-74.15098
M,Staten Island,11/24/2015,11/24/2016,40.508274,-74.24387
F,Staten Island,11/24/2015,11/25/2016,40.599021,-74.07503
F,Manhattan,11/24/2015,12/06/2016,40.762174,-73.94917
M,Manhattan,11/24/2015,10/02/2016,40.727093,-73.97864
M,Manhattan,11/24/2015,11/24/2020,40.776099,-73.98285
M,Manhattan,11/24/2015,11/24/2016,40.727093,-73.97864
F,Manhattan,11/24/2015,11/24/2016,40.781894,-73.95039
M,Bronx,11/24/2015,11/24/2016,40.838745,-73.92234
F,Manhattan,11/24/2015,12/30/2016,40.72596,-73.99834
F,Manhattan,11/24/2015,12/19/2018,40.739022,-73.98205
M,Manhattan,11/24/2015,11/24/2016,40.727093,-73.97864
F,Manhattan,11/24/2015,11/24/2016,40.74618,-73.97759
M,Manhattan,11/24/2015,12/26/2016,40.765714,-73.9856
F,Staten Island,11/24/2015,10/30/2016,40.606337,-74.14513
M,Manhattan,11/24/2015,11/24/2016,40.727093,-73.97864
M,Manhattan,11/24/2015,12/30/2016,40.798502,-73.96811
M,Manhattan,11/24/2015,11/30/2016,40.72596,-73.99834
M,Manhattan,11/25/2015,12/28/2016,40.798502,-73.96811
M,Manhattan,11/25/2015,12/26/2016,40.781894,-73.95039
M,Manhattan,11/25/2015,12/09/2016,40.765714,-73.9856
M,Staten Island,11/25/2015,11/25/2017,40.60787,-74.08991
M,Manhattan,11/25/2015,12/30/2016,40.848764,-73.93496
F,Manhattan,11/25/2015,11/25/2016,40.848764,-73.93496
F,Manhattan,11/25/2015,12/31/2016,40.76842,-73.96045
M,Manhattan,11/25/2015,12/30/2016,40.732509,-73.98935
F,Staten Island,11/25/2015,01/14/2017,40.60787,-74.08991
M,Staten Island,11/25/2015,11/25/2016,40.599021,-74.07503
M,Manhattan,11/25/2015,11/25/2016,40.734718,-74.00532
M,Manhattan,11/25/2015,11/25/2016,40.848764,-73.93496
F,Manhattan,11/25/2015,11/25/2016,40.781894,-73.95039
M,Staten Island,11/25/2015,10/31/2016,40.631775,-74.09432
F,Manhattan,11/25/2015,02/27/2017,40.786387,-73.97709
F,Manhattan,11/25/2015,11/25/2020,40.798502,-73.96811
F,Manhattan,11/25/2015,11/25/2016,40.720666,-74.00526
M,Manhattan,11/25/2015,11/09/2016,40.71704,-73.987
